Action,Cap,Game,NED,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Double exclusion,6.0,7,2,2,USA,2.0,STOMPHORST N,2 - 2,62,NED,1:02
5m shot - Saved,11.0,7,2,2,USA,2.0,KLAASSEN L,2 - 2,39,NED,0:39
Turnover foul,3.0,7,2,2,USA,2.0,SEIDEMANN M,2 - 2,27,USA,0:27
Turnover foul,1.0,7,2,2,USA,2.0,AARTS L,2 - 2,21,NED,0:21
Steal,13.0,7,2,2,USA,2.0,JOHNSON A,2 - 2,21,USA,0:21
20 sec. exclusion in field,3.0,7,2,2,USA,2.0,SEIDEMANN M,2 - 2,2,USA,0:02
Starting goalkeeper,13.0,7,2,2,USA,3.0,JOHNSON A,2 - 2,480,USA,8:00
Starting goalkeeper,1.0,7,2,2,USA,3.0,AARTS L,2 - 2,480,NED,8:00
Sprint won possession,4.0,7,2,2,USA,3.0,FATTAL R,2 - 2,480,USA,8:00
20 sec. exclusion in centre,2.0,7,2,2,USA,3.0,SMIT M,2 - 2,476,NED,7:56
Extra player shot - Goal,4.0,7,2,3,USA,3.0,FATTAL R,3 - 2,458,USA,7:38
Action shot - Saved,2.0,7,2,3,USA,3.0,SMIT M,3 - 2,433,NED,7:13
Action shot - Saved,7.0,7,2,3,USA,3.0,MATHEWSON C,3 - 2,417,USA,6:57
5m shot - Blocked,4.0,7,2,3,USA,3.0,VAN DER SLOOT C,3 - 2,385,NED,6:25
Turnover foul,11.0,7,2,3,USA,3.0,KLAASSEN L,3 - 2,381,NED,6:21
Action shot - Blocked,3.0,7,2,3,USA,3.0,SEIDEMANN M,3 - 2,358,USA,5:58
5m shot - Saved,9.0,7,2,3,USA,3.0,MEGENS M,3 - 2,326,NED,5:26
Turnover foul,3.0,7,2,3,USA,3.0,SEIDEMANN M,3 - 2,326,USA,5:26
20 sec. exclusion in centre,4.0,7,2,3,USA,3.0,FATTAL R,3 - 2,325,USA,5:25
Extra player shot - Goal,9.0,7,3,3,USA,3.0,MEGENS M,3 - 3,314,NED,5:14
Action shot - Goal,8.0,7,3,4,USA,3.0,NEUSHUL K,4 - 3,289,USA,4:49
Turnover foul,2.0,7,3,4,USA,3.0,SMIT M,4 - 3,260,NED,4:20
5m shot - Saved,11.0,7,3,4,USA,3.0,FISCHER M,4 - 3,231,USA,3:51
Turnover foul,7.0,7,3,4,USA,3.0,NIJHUIS M,4 - 3,206,NED,3:26
Time-Out,,7,3,4,USA,3.0,,4 - 3,204,USA,3:24
20 sec. exclusion in centre,5.0,7,3,4,USA,3.0,GENEE A,4 - 3,193,NED,3:13
Extra player shot - Post,7.0,7,3,4,USA,3.0,MATHEWSON C,4 - 3,172,USA,2:52
5m shot - Missed,7.0,7,3,4,USA,3.0,NIJHUIS M,4 - 3,142,NED,2:22
Turnover foul,6.0,7,3,4,USA,3.0,STEFFENS M,4 - 3,124,USA,2:04
Steal,8.0,7,3,4,USA,3.0,SEVENICH V,4 - 3,124,NED,2:04
Counter attack - Saved,4.0,7,3,4,USA,3.0,VAN DER SLOOT C,4 - 3,109,NED,1:49
Turnover foul,10.0,7,3,4,USA,3.0,GILCHRIST K,4 - 3,86,USA,1:26
5m shot - Saved,11.0,7,3,4,USA,3.0,KLAASSEN L,4 - 3,61,NED,1:01
5m shot - Goal,7.0,7,3,5,USA,3.0,MATHEWSON C,5 - 3,35,USA,0:35
Time-Out,,7,3,5,USA,3.0,,5 - 3,35,NED,0:35
20 sec. exclusion in centre,4.0,7,3,5,USA,3.0,FATTAL R,5 - 3,18,USA,0:18
Extra player shot - Blocked,2.0,7,3,5,USA,3.0,SMIT M,5 - 3,5,NED,0:05
Starting goalkeeper,13.0,7,3,5,USA,4.0,JOHNSON A,5 - 3,480,USA,8:00
Starting goalkeeper,1.0,7,3,5,USA,4.0,AARTS L,5 - 3,480,NED,8:00
Sprint won possession,8.0,7,3,5,USA,4.0,NEUSHUL K,5 - 3,480,USA,8:00
Turnover foul,2.0,7,3,5,USA,4.0,MUSSELMAN M,5 - 3,451,USA,7:31
Turnover foul,2.0,7,3,5,USA,4.0,SMIT M,5 - 3,422,NED,7:02
5m shot - Blocked,3.0,7,3,5,USA,4.0,SEIDEMANN M,5 - 3,397,USA,6:37
5m shot - Saved,6.0,7,3,5,USA,4.0,STOMPHORST N,5 - 3,368,NED,6:08
Turnover foul,8.0,7,3,5,USA,4.0,SEVENICH V,5 - 3,317,NED,5:17
20 sec. exclusion in centre,11.0,7,3,5,USA,4.0,KLAASSEN L,5 - 3,290,NED,4:50
Action shot - Post,7.0,7,3,5,USA,4.0,MATHEWSON C,5 - 3,260,USA,4:20
Penalty foul,6.0,7,3,5,USA,4.0,STEFFENS M,5 - 3,242,USA,4:02
Penalty shot - Saved,4.0,7,3,5,USA,4.0,VAN DER SLOOT C,5 - 3,242,NED,4:02
Turnover foul,3.0,7,3,5,USA,4.0,SEIDEMANN M,5 - 3,210,USA,3:30
Counter attack - Goal,9.0,7,4,5,USA,4.0,MEGENS M,5 - 4,193,NED,3:13
Action shot - Saved,3.0,7,4,5,USA,4.0,SEIDEMANN M,5 - 4,173,USA,2:53
Turnover foul,3.0,7,4,5,USA,4.0,GENEE D,5 - 4,173,NED,2:53
5m shot - Blocked,3.0,7,4,5,USA,4.0,SEIDEMANN M,5 - 4,149,USA,2:29
Turnover foul,6.0,7,4,5,USA,4.0,STEFFENS M,5 - 4,120,USA,2:00
Steal,6.0,7,4,5,USA,4.0,STOMPHORST N,5 - 4,120,NED,2:00
5m shot - Missed,2.0,7,4,5,USA,4.0,SMIT M,5 - 4,96,NED,1:36
Time-Out,,7,4,5,USA,4.0,,5 - 4,96,USA,1:36
20 sec. exclusion in centre,3.0,7,4,5,USA,4.0,SEIDEMANN M,5 - 4,90,USA,1:30
Extra player shot - Saved,2.0,7,4,5,USA,4.0,SMIT M,5 - 4,75,NED,1:15
5m shot - Saved,6.0,7,4,5,USA,4.0,STEFFENS M,5 - 4,43,USA,0:43
5m shot - Saved,6.0,7,4,5,USA,4.0,STOMPHORST N,5 - 4,16,NED,0:16
